invoice_no;customer_id;gender;age;category;sku_id;quantity;price;payment_method;invoice_date;shopping_mall;elasticidad_producto;elasticidad_categoria;volumen_promedio_producto;volumen_promedio_categoria;elasticidad_relativa;volumen_relativo;recomendacion_precio;rol_producto;estrategia_recomendada;estrategia_resumen;n_obs_producto
INV00066;CUST0124;Female;42,00;Clothing;SKU-023;3,00;154,16;Credit Card;2025-08-14;Westside Plaza;0,07;0,01;2,50;2,49;8,92;1,00;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;52,00
INV00067;CUST0032;Female;23,00;Home Goods;SKU-095;1,00;187,27;Debit Card;2025-09-28;Downtown Galleria;0,08;-0,03;1,48;1,52;-2,27;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;50,00
INV00068;CUST0180;Female;56,00;Home Goods;SKU-099;1,00;152,02;Credit Card;2025-10-10;Westside Plaza;0,11;-0,03;1,55;1,52;-3,32;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;55,00
INV00069;CUST0132;Female;28,00;Electronics;SKU-034;1,00;934,64;Credit Card;2025-05-30;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;51,00
INV00070;CUST0027;Female;23,00;Electronics;SKU-039;1,00;518,58;Credit Card;2025-09-29;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;53,00
INV00071;CUST0166;Female;54,00;Home Goods;SKU-100;2,00;258,09;Credit Card;2025-08-01;Westside Plaza;-0,01;-0,03;1,57;1,52;0,29;1,04;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;47,00
INV00072;CUST0026;Male;49,00;Electronics;SKU-047;1,00;534,62;Credit Card;2025-07-18;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV00073;CUST0014;Female;21,00;Food & Drink;SKU-078;4,00;25,22;Debit Card;2025-09-24;Westside Plaza;-0,03;0,00;4,75;4,53;-38,07;1,05;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;44,00
INV00074;CUST0046;Male;36,00;Home Goods;SKU-091;2,00;184,40;Cash;2025-10-31;Westside Plaza;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV00075;CUST0125;Female;55,00;Clothing;SKU-020;3,00;111,19;Debit Card;2025-08-11;Downtown Galleria;0,02;0,01;2,51;2,49;2,96;1,01;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;45,00
INV00076;CUST0092;Male;38,00;Home Goods;SKU-091;1,00;253,72;Credit Card;2025-09-30;Westside Plaza;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV00077;CUST0176;Female;44,00;Home Goods;SKU-087;1,00;104,81;Credit Card;2025-06-10;North Mall;-0,02;-0,03;1,55;1,52;0,47;1,02;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;65,00
INV00078;CUST0069;Male;59,00;Home Goods;SKU-091;2,00;144,04;Credit Card;2025-07-17;North Mall;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV00079;CUST0149;Female;45,00;Clothing;SKU-010;2,00;135,11;Credit Card;2025-10-06;Westside Plaza;-0,00;0,01;2,62;2,49;-0,29;1,05;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;58,00
INV00080;CUST0010;Female;53,00;Food & Drink;SKU-061;5,00;51,57;Credit Card;2025-08-13;North Mall;0,09;0,00;4,42;4,53;121,47;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;40,00
INV00081;CUST0187;Female;44,00;Food & Drink;SKU-069;5,00;16,60;Cash;2025-07-28;North Mall;0,05;0,00;4,35;4,53;74,62;0,96;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;72,00
INV00082;CUST0082;Male;39,00;Food & Drink;SKU-073;4,00;14,09;Cash;2025-06-30;Downtown Galleria;0,10;0,00;4,60;4,53;146,36;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;43,00
INV00083;CUST0122;Female;55,00;Home Goods;SKU-089;2,00;81,20;Debit Card;2025-10-30;Downtown Galleria;0,05;-0,03;1,55;1,52;-1,49;1,02;Bajar;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;58,00
INV00084;CUST0023;Female;57,00;Food & Drink;SKU-072;3,00;26,30;Credit Card;2025-08-29;Westside Plaza;-0,03;0,00;4,38;4,53;-41,59;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV00085;CUST0159;Male;34,00;Clothing;SKU-019;2,00;108,40;Credit Card;2025-08-07;North Mall;-0,00;0,01;2,44;2,49;-0,39;0,98;Subir;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;39,00
INV00086;CUST0138;Male;48,00;Electronics;SKU-060;1,00;572,45;Credit Card;2025-06-24;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;39,00
INV00087;CUST0109;Male;56,00;Home Goods;SKU-091;1,00;129,05;Debit Card;2025-09-18;Westside Plaza;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV00088;CUST0166;Female;27,00;Clothing;SKU-001;2,00;41,50;Cash;2025-06-12;North Mall;-0,08;0,01;2,59;2,49;-10,05;1,04;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;44,00
INV00089;CUST0034;Female;20,00;Food & Drink;SKU-077;4,00;40,98;Debit Card;2025-07-24;Downtown Galleria;0,05;0,00;4,67;4,53;65,58;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;45,00
INV00090;CUST0149;Female;48,00;Food & Drink;SKU-079;4,00;29,75;Debit Card;2025-05-19;North Mall;-0,07;0,00;4,33;4,53;-100,57;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;61,00
INV00091;CUST0008;Female;53,00;Electronics;SKU-036;1,00;303,50;Credit Card;2025-06-24;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV00092;CUST0180;Male;20,00;Electronics;SKU-040;1,00;292,26;Cash;2025-07-25;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;54,00
INV00093;CUST0124;Female;44,00;Electronics;SKU-032;1,00;282,80;Debit Card;2025-06-22;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;42,00
INV00094;CUST0100;Male;32,00;Home Goods;SKU-089;1,00;123,32;Credit Card;2025-08-18;North Mall;0,05;-0,03;1,55;1,52;-1,49;1,02;Bajar;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;58,00
INV00095;CUST0167;Female;47,00;Electronics;SKU-057;1,00;554,95;Credit Card;2025-09-13;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;58,00
INV00096;CUST0019;Female;45,00;Home Goods;SKU-082;2,00;205,41;Cash;2025-09-23;Westside Plaza;-0,27;-0,03;1,56;1,52;8,03;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;48,00
INV00097;CUST0032;Male;44,00;Clothing;SKU-014;4,00;56,33;Cash;2025-11-10;Westside Plaza;-0,08;0,01;2,48;2,49;-10,33;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV00098;CUST0039;Male;49,00;Food & Drink;SKU-079;3,00;35,34;Credit Card;2025-08-09;North Mall;-0,07;0,00;4,33;4,53;-100,57;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;61,00
INV00099;CUST0174;Female;22,00;Home Goods;SKU-088;2,00;80,10;Credit Card;2025-07-01;North Mall;-0,07;-0,03;1,67;1,52;2,20;1,10;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;48,00
INV00100;CUST0124;Male;41,00;Electronics;SKU-043;1,00;640,68;Cash;2025-11-01;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;72,00
INV00101;CUST0075;Female;23,00;Electronics;SKU-059;1,00;796,15;Credit Card;2025-10-22;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;41,00
INV00102;CUST0008;Male;34,00;Food & Drink;SKU-069;3,00;27,34;Credit Card;2025-06-16;Downtown Galleria;0,05;0,00;4,35;4,53;74,62;0,96;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;72,00
